itemNumber,class,name,customerReviewAverage,customerReviewCount,customerTopRated,modelNumber,salePrice,manufacturer,isRefurbished
9SIA7WPKDF5266,phone,Apple iPhone 12 64GB Fully Unlocked Verizon T-Mobile AT&T 5G (2020) - Blue - Excellent Condition,0.0,0,False,IPH1264BLAB75,199.97,Apple,True
9SIA8EHE8W8957,phone,"Original Samsung Galaxy S8 G950U 4G LTE Unlocked Phone  12 MP Camera 5.8"" Midnight Black 64GB Android Octa-core",0.0,0,False,S8 G950U Black,219.98,Samsung Canada,True
9SIAE4WKG52293,phone,Apple iPhone 16e - 128GB - Black - Fully Unlocked - Grade B+,0.0,0,False,A.i16e.U.128.BK.8,411.99,Apple,True
9SIBYRBKFS8373,phone,Samsung Galaxy S24 Ultra - 256GB - Titanium Violet - Single Sim - Fully Unlocked - Premium,0.0,0,False,B40FBD09D651E9Z,590.0,SAMSUNG,True
9SIBYRBKFS8460,phone,Samsung Galaxy S22 (5G) - 128GB - Phantom Black - Single Sim - Fully Unlocked - Excellent (Grade A),0.0,0,False,6BE059DE086F1EZ,168.99,SAMSUNG,True
75-827-123,phone,"Apple iPhone 16 PRO MAX 512GB, Refurbished Unlocked Cell Phone, White Titanium - Very Good Condition (Grade B)",0.0,0,False,PAB100930,1249.99,Apple,True
9SIA5AFADZ0012,phone,"Samsung Galaxy S10+ 4G LTE Unlocked Cell Phone 6.4"" Infinity-O Display Prism White 128GB 8GB RAM, Canada Warranty",0.0,0,False,SM-G975WZWAXAC,419.97,SAMSUNG,False
75-827-121,phone,"Apple iPhone 16 PRO MAX 512GB, Refurbished Unlocked Cell Phone, Natural Titanium - Very Good Condition (Grade B)",0.0,0,False,PAB100928,1199.99,Apple,True
9SIBEDFK5D9286,phone,Samsung Galaxy S21 5G 128GB Fully Unlocked Phantom Gray Very Good - Grade B,4.0,3,False,SM-G991U00,149.99,SAMSUNG,True
9SIBYRBKJK8494,phone,Samsung Galaxy S23 FE - 128GB - Graphite - Single Sim - GSM Unlocked - Excellent (Grade A),0.0,0,False,92C993D8BBBEB3Z,185.0,SAMSUNG,True
9SIA8EHE8W8375,phone,"Samsung Galaxy S10e 4G LTE Unlocked Cell Phone 5.8"" Infinity Display Prism Blue 6GB RAM",5.0,1,False,SM-G970UZBAXAA,369.98,SAMSUNG,False
9SIA8EHE8W8461,phone,"Samsung Galaxy S10e 4G LTE Unlocked Cell Phone 5.8"" Infinity Display Prism White 6GB RAM",0.0,0,False,SM-G970UZWAXAA,319.98,SAMSUNG,False
75-113-897,phone,"Apple iPhone 11 64GB, Refurbished Unlocked Cell Phone, Black - Good Condition (Grade C)",0.0,0,False,MWKM2LL/A-BL-C,169.99,Apple,True
9SIAGREKGP4788,phone,Motorola Moto G35 Dual-SIM 128GB ROM + 4GB RAM (GSM Only | No CDMA) Factory Unlocked 5G Smartphone (Midnight Black) - International Version,0.0,0,False,Moto G35 128 4 BK,174.99,Motorola,False
9SIBZ5CKFS9344,phone,"Bigme HiBreak Pro 6.13"" Epaper Cell Phone with Android 14 OS - 8GB RAM, 256GB Storage, 5G Dual SIM, GPS, and Dual Cameras for Enhanced Productivity and Connectivity",0.0,0,False,HiBreak Pro-used,330.99,Bigme,True
9SIBYRBKFS8155,phone,Samsung Galaxy S23+ - 256GB - Phantom Black - Single Sim - Fully Unlocked - Excellent (Grade A),0.0,0,False,B43130044BFD41Z,299.99,SAMSUNG,True
9SIBYRBKJN0088,phone,Motorola  Razr+ (2024) (5G) - 256GB - Midnight Blue - Fully Unlocked - Excellent (Grade A),0.0,0,False,98642B597BF0ABZ,300.0,Motorola,True
9SIBEDFK4V8217,phone,Apple iPhone 12 Mini 128GB Fully Unlocked Black - Grade B,0.0,0,False,MG8L3LL/A00,164.99,Apple,True
9SIA547K7S8729,phone,"SAMSUNG Galaxy S22 Ultra Smartphone, Factory Unlocked Android Cell Phone, 512GB, 8K Camera & Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor, US Version, Phantom Black",0.0,0,False,SM-S908UZKFXAA,479.99,SAMSUNG,False
9SIBYRBKJF8092,phone,Google  Pixel 8 Pro (5G) - 128GB - Obsidian - Fully Unlocked - Excellent (Grade A),0.0,0,False,294F0F9D1F8646Z,413.09,Google,True
9SIA547KHM7807,phone,Samsung Galaxy S23 Plus 5G (SM-S916B/DS) Dual SIM 256GB ROM 8GB RAM GSM Unlocked Smartphone Mobile Cell Phone International Version - Black,0.0,0,False,S23Plus1,475.0,SAMSUNG,False
9SIA547KMM2901,phone,"Google Pixel 6a - 5G Android Phone - Unlocked Smartphone with 12 Megapixel Camera and 24-Hour Battery - Chalk
Smart Phone Cell",0.0,0,False,810029934947,219.99,Google,False
9SIABPXKKY4461,phone,Samsung Galaxy A36 5G 256GB SM-A366E/DS Global Unlocked 6.7 inch 8GB RAM Smartphone-Awesome Lavender / Violet - New,0.0,0,False,SM-A366E/DS VIOLT,305.95,SAMSUNG,False
9SIBYRBKJG8472,phone,Google  Pixel 6a - 128GB - Charcoal - Verizon Locked - Good (Grade B),0.0,0,False,768EA5224868E0Z,98.0,Google,True
9SIA547K7S8727,phone,Samsung Galaxy S22 Ultra Dual-SIM + eSIM 256GB ROM + 12GB RAM (GSM | CDMA) Factory Unlocked 5G SmartPhone (Phantom Black) - International Version,0.0,0,False,Galaxy S22 U 256 BK,435.0,SAMSUNG,False
9SIA8X5K290676,phone,Samsung Galaxy Note 20 5G Factory Unlocked Android Cell Phone | US Version | 128GB of Storage | Mobile Gaming Smartphone | Long-Lasting Battery | Mystic Bronze,5.0,5,False,SM-N981UZNAXAA,359.99,SAMSUNG,False
9SIAH1UJWW4869,phone,"Samsung Galaxy S22 5G S901U 128GB GSM/CDMA Unlocked, USA Version, Phantom Black - Very Good Condition",4.8,9,False,SM-S901U-128GB-PBLK-B,229.0,SAMSUNG,True
9SIABPXKKX3873,phone,Samsung Galaxy A26 5G SM-A266M/DS 256GB Global Unlocked  6.7 inch 8GB RAM Smartphone - Black - New,0.0,0,False,SM-A266M/DS N,228.95,SAMSUNG,False
9SIAGREKFH7745,phone,Samsung Galaxy A16 Dual-SIM 128GB ROM + 4GB RAM (GSM Only | No CDMA) Factory Unlocked 4G/LTE Smartphone (Gray) - International Version,0.0,0,False,Galaxy A16 4G 128 4 GR,134.99,SAMSUNG,False
9SIA8X5K525095,phone,"SAMSUNG Galaxy S24+ Plus Cell Phone, 512GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Marble Gray",0.0,0,False,SM-S926UZAEXAA,922.99,SAMSUNG,False
9SIBYRBKGG6668,phone,Apple iPhone 12 Pro - 128GB - Pacific Blue - Fully Unlocked - Excellent (Grade A),0.0,0,False,48AD9A9ECB9E2CZ,275.0,Apple,True
9SIBEDFK4F3553,phone,Apple iPhone 14 PRO 128GB Fully Unlocked Space Black - Grade B,0.0,0,False,MPXT3LL/A00,374.99,Apple,True
9SIAH1UKP68442,phone,Google Pixel 10 Pro XL 256GB (Unlocked) Gray | Very Good,0.0,0,False,Google Pixel 10 Pro XL 256GB,955.0,Google,True
9SIAAM8KCR9699,phone,"Nokia 2780 Flip TA-1420 GSM / Verizon Unlocked, Black",0.0,0,False,PNN100385,89.99,Nokia,False
9SIA547KEZ9382,phone,Samsung Galaxy S23 STANDARD EDITION Dual-SIM 128GB ROM + 8GB RAM (Only GSM | No CDMA) Factory Unlocked 5G Smartphone (Phantom Black) - International Version,0.0,0,False,Galaxy S23 PBK,449.0,SAMSUNG,False
9SIBYRBKFV1265,phone,Apple iPhone 13 Pro Max - 128GB - Graphite - Fully Unlocked - Excellent (Grade A),0.0,0,False,09D678FC795A8DZ,429.0,Apple,True
9SIAH1UKKE5788,phone,Samsung Galaxy A25 5G SM-A256U 128GB 6GB RAM GSM Unlocked Blue Black - VERY GOOD,5.0,1,False,SM-A256EZKDGTO,129.0,SAMSUNG,True
9SIAEE0KFB3360,phone,Apple iPhone 12 Mini 128GB Fully Unlocked - Black (Grade A),0.0,0,False,IPHONE.12.MINI-128GB-BLACK-U-NE,219.99,Apple,True
9SIA8X5HUU7689,phone,"Samsung Galaxy S22+ SM-S906UZKAXAA 5G Unlocked Cell Phone 6.6"" Full Rectangle / 6.4"" Rounded Corners Phantom Black 8GB RAM",4.0,1,False,SM-S906UZKAXAA,393.0,SAMSUNG,False
75-113-978,phone,"Apple iPhone 14 PRO 128GB, Unlocked Refurbished Cell Phone, Black - Very Good Condition (Grade B)",0.0,0,False,MPXT3LL/A,591.99,Apple,True
9SIBYRBKJD3913,phone,Motorola  Edge (2021) - 256GB - Nebula Blue - 5G - Fully Unlocked - Excellent (Grade A),0.0,0,False,B9FFECAE6A3CECZ,212.09,Motorola,True
9SIBEDFK4A4555,phone,Apple iPhone SE Gen 3 (2022) 128GB Fully Unlocked Midnight - Grade A,0.0,0,False,MMX83LL/A0,204.99,Apple,True
9SIBEDFK3T9559,phone,Apple iPhone 13 Mini 128GB Fully Unlocked Blue - Grade A,0.0,0,False,MLHR3LL/A0,264.99,Apple,True
9SIA547KKM5033,phone,Samsung Galaxy S21 5G 128GB/8GB SM-G991B/DS Dual SIM Factory Unlocked 6.2 in Dynamic AMOLED Display Triple Camera Smartphone - Phantom Gray - International Version,0.0,0,False,Samsung Galaxy S21 5G,275.0,SAMSUNG,False
75-827-096,phone,"Apple iPhone 16 PRO 128GB, Refurbished Unlocked Cell Phone, White Titanium - Very Good Condition (Grade B)",0.0,0,False,PAB100914,882.99,Apple,True
9SIBEDFK746258,phone,Apple iPhone 15 256GB Fully Unlocked Black - Refurbished Very Good,0.0,0,False,MTM43LL/A011,474.99,Apple,True
9SIA547KKB2040,phone,"Samsung Galaxy S21 Ultra 5G Unlocked Cell Phone 6.8"" 256GB 12GB RAM",4.3,25,False,S21 Ultra 256GB SM-S,335.0,SAMSUNG,False
9SIA8EHE8W8385,phone,Samsung Galaxy Note 9 Ocean Blue Cell Phone,0.0,0,False,SM-N960WZBAXAC,399.98,SAMSUNG,False
75-113-975,phone,"Apple iPhone 12 Pro 256GB, Refurbished Unlocked Cell Phone, Pacific Blue - Very Good Condition (Grade B)",0.0,0,False,IPH-12P-256-BLE-B,428.99,Apple,True
9SIA8EHE8W8367,phone,"Samsung Galaxy S10 4G LTE Unlocked Cell Phone 6.1"" Infinity Display Prism White 8GB RAM",5.0,1,False,SM-G973UZWAXAA,389.98,SAMSUNG,False
9SIBYRBKFS8358,phone,Samsung Galaxy S23 - 128GB - Green - Single Sim - Fully Unlocked - Excellent (Grade A),0.0,0,False,296CB251FA2618Z,290.66,SAMSUNG,True
9SIA547KN72260,phone,Google Pixel 7 Pro Dual-SIM 256GB ROM + 12GB RAM (GSM Only | No CDMA) Factory Unlocked 5G Smartphone (Obsidian) - International Version,0.0,0,False,Pixel 7 Pro,425.0,Google,False
9SIBYRBKG07496,phone,Apple iPhone 15 Pro - 128GB - Blue Titanium - Fully Unlocked - Good (Grade B),5.0,1,False,99572E9D405C27Z,635.0,Apple,True
9SIA8X5DNA9729,phone,Google Pixel 3 64GB Unlocked GSM & CDMA 4G LTE Android Phone w/ 12.2MP Rear & Dual 8MP Front Camera - Not Pink,0.0,0,False,GA00459-US,294.99,Google,False
9SIBYRBKFS8148,phone,Apple iPhone 15 Pro - 256GB - Blue Titanium - Fully Unlocked - Excellent (Grade A),0.0,0,False,3A7F16317A2BF9Z,553.42,Apple,True
9SIBYRBKFS8829,phone,Samsung Galaxy S22+ (5G) - 128GB - Phantom Black - Single Sim - Fully Unlocked - Excellent (Grade A),0.0,0,False,61EDBE5E48088EZ,222.0,SAMSUNG,True
9SIBEDFK2N3586,phone,Apple iPhone 13 128GB Unlocked Smartphone - Midnight MLML3LL/A - GRADE C,4.5,2,False,MLML3LL/A - GRADE C,249.99,Apple,True
9SIBYRBKK71658,phone,Motorola  Moto G (2024) - 128GB - Sage Green - 4GB RAM - Fully Unlocked - Excellent (Grade A),0.0,0,False,C803E6640B76CAZ,110.24,Motorola,True
75-827-068,phone,"Apple iPhone 15 128GB, Refurbished Unlocked Cell Phone, Blue - Very Good Condition (Grade B)",0.0,0,False,PAB100809,549.0,Apple,True
75-827-100,phone,"Apple iPhone 16 PRO 512GB, Refurbished Unlocked Cell Phone, Natural Titanium - Very Good Condition (Grade B)",0.0,0,False,PAB100920,1076.99,Apple,True
9SIBYRBKFS8582,phone,Apple iPhone 14 Pro Max - 1TB - Space Black - Fully Unlocked - Excellent (Grade A),0.0,0,False,ACA7EE8CE85C95Z,622.15,Apple,True
9SIBYRBKJG7381,phone,Google  Pixel 7a - 128GB - Charcoal - Fully Unlocked - Excellent (Grade A),0.0,0,False,8A5B7C5AE8DD86Z,195.0,Google,True
9SIA8EHE8W8379,phone,"Samsung Galaxy S10e 4G LTE Unlocked Cell Phone 5.8"" Infinity-O Display Prism Black 128GB 6GB RAM, Canada Warranty",0.0,0,False,SM-G970WZKAXAC,369.98,SAMSUNG,False
9SIAH1UK3H0003,phone,"SAMSUNG Galaxy S23 Ultra Cell Phone, Factory Unlocked Android Smartphone, 512GB Storage, 200MP Camera, Night Mode, Long Battery Life, S Pen, US Version - Phantom Black",0.0,0,False,SM-S918,549.0,SAMSUNG,True
75-113-947,phone,"Apple iPhone 14 PRO 128GB, Unlocked Refurbished Cell Phone, Silver - Very Good Condition (Grade B)",0.0,0,False,PAB100673,599.0,Apple,True
9SIBYRBKGM8759,phone,Apple iPhone 16e - 128GB - White - Fully Unlocked - Excellent (Grade A),0.0,0,False,3747EE27949EFFZ,475.0,Apple,True
9SIA24GK8W4348,phone,"SAMSUNG Galaxy S24 Cell Phone, 128GB AI Smartphone, Unlocked Android, 50MP Camera, Fastest Processor, Long Battery Life, US Version, 2024, Onyx Black",0.0,0,False,SM-S921UZKAXAA,635.24,SAMSUNG,False
9SIAE4WKJC5334,phone,Apple iPhone 16e - 128GB - Black - Fully Unlocked - Premium,0.0,0,False,3E4EB241F34DDFZ,416.99,Apple,True
9SIBEDFK4J8293,phone,Apple iPhone 13 256GB Fully Unlocked Very Good Green - Grade A-,0.0,0,False,MNGE3LL/A00,294.99,Apple,True
9SIBZ5CKEH4628,phone,Bigme HiBreak Smartphone E-Ink Screen 6G+128GB Android 11 with 36-Level Front Light and 3300mAh Battery Black and White,0.0,0,False,Hibreak-BW-used,179.0,Bigme,True
9SIA8X5KCW8705,phone,"SAMSUNG Galaxy S24 FE AI Phone, 128GB Unlocked Android Smartphone, High-Res 50MP Camera, Long Battery Life, Brighter Display Screen, US Version, 2024 Cell Phone",0.0,0,False,SM-S721UZKAXAA,644.99,SAMSUNG,False
9SIBEDFK743652,phone,Apple iPhone 15 128GB Fully Unlocked Black - Refurbished Very Good,4.5,2,False,MTLV3LL/A010,424.99,Apple,True
75-113-468,phone,"Apple iPhone XR 4G LTE Unlocked GSM Phone w/ 12 MP Camera 6.1"" Red 3GB RAM",3.8,6,False,XR-64GB-RED-U,179.0,Apple,True
75-827-119,phone,"Apple iPhone 16 PRO MAX 256GB, Refurbished Unlocked Cell Phone, Desert Titanium - Very Good Condition (Grade B)",0.0,0,False,PAB100925,1089.99,Apple,True
9SIBYRBKFS8398,phone,Samsung Galaxy S22 Ultra (5G) - 256GB - Green - Single Sim - Fully Unlocked - Excellent (Grade A),0.0,0,False,E7D75920E01DF7Z,314.99,SAMSUNG,True
9SIBYRBKFS8590,phone,Samsung Galaxy S23 - 128GB - Phantom Black - Single Sim - Fully Unlocked - Acceptable (Grade C),0.0,0,False,5F36D9B364AB80Z,289.0,SAMSUNG,True
9SIBK5WKE06269,phone,TIQ MINI M5 4G phone 3GB Ram + 32GB Rom smartphone  Touch ScreenPhone Wifi 4G+2.8 Inch Add Google Store Android,0.0,0,False,M5,140.0,TIQ mini Q5,True
9SIAGREKK61924,phone,Samsung Galaxy A56 5G A566B Dual SIM 256GB ROM 12GB RAM GSM Unlocked - Gray,0.0,0,False,,369.99,SAMSUNG,False
9SIBYRBKJD4176,phone,Google  Pixel 4a (5G) - 128GB - Just Black - Fully Unlocked - Excellent (Grade A),0.0,0,False,767CD8CBED02F6Z,140.39,Google,True
9SIA8EHE8W8364,phone,"Samsung Galaxy S10 4G LTE Unlocked Cell Phone 6.1"" Infinity-O Display Prism White 128GB 8GB RAM, Canada Warranty",0.0,0,False,SM-G973WZWAXAC,389.98,SAMSUNG,False
9SIBYRBKFS8165,phone,Apple iPhone 13 - 128GB - Midnight - Fully Unlocked - Excellent (Grade A),0.0,0,False,398CAE6918AE94Z,287.44,Apple,True
9SIAGREKHK7466,phone,SAMSUNG Galaxy A36 5G 256GB Dual SIM International Model  Brand New Black,0.0,0,False,SamsungA365GBlack256GBBNDS,284.99,SAMSUNG,False
9SIBYRBKJK9703,phone,Apple iPhone 12 128GB Fully Unlocked - Black (Grade A),0.0,0,False,IPHONE.12-128GB-BLACK-U-NE,234.0,Apple,True
9SIA8EHE8W8386,phone,"Samsung Galaxy S10 4G LTE Unlocked Cell Phone 6.1"" Infinity-O Display Prism Black 128GB 8GB RAM, Canada Warranty",0.0,0,False,SM-G973WZKAXAC,389.98,SAMSUNG,False
9SIBYRBKFS9222,phone,Apple iPhone SE (2022) - 64GB - Midnight - Fully Unlocked - Excellent (Grade A),0.0,0,False,482378A3B69E3FZ,139.0,Apple,True
9SIBYRBKJG6710,phone,Samsung Galaxy S20 FE - 128GB - Cloud Navy - 5G - Single Sim - 6GB RAM - Fully Unlocked - Excellent (Grade A),0.0,0,False,904C84682A9D5EZ,140.0,SAMSUNG,True
9SIBYRBKJG6683,phone,Google  Pixel 6a - 128GB - Charcoal - Fully Unlocked - Excellent (Grade A),5.0,1,False,54555EBB9B0547Z,161.59,Google,True
75-168-145,phone,REFURB B SAM S20 ULTRA 5G G988U 128GB GSM/CDMA PHONE GRAY B,0.0,0,False,SM-G988U-128GB-CGREY-B,340.99,SAMSUNG,False
9SIA8X5KDV1395,phone,"SAMSUNG Galaxy S25 Ultra Cell Phone, 512GB, AI Smartphone, Unlocked Android, AI Camera, Fast Processor, Long Battery Life, 2025, Titanium Silverblue",0.0,0,False,SM-S938UZBEXAA,1269.99,SAMSUNG,False
75-113-469,phone,"Apple iPhone XR 4G LTE Unlocked GSM Phone w/ 12 MP Camera 6.1"" White 3GB RAM",0.0,0,False,XR-64GB-WHT-U,179.0,Apple,True
9SIBYRBKJG6055,phone,Google  Pixel 8 (5G) - 128GB - Hazel - Fully Unlocked - Excellent (Grade A),0.0,0,False,E27CD212AB29C6Z,285.0,Google,True
9SIA24GKDX8434,phone,"SAMSUNG Galaxy Z Fold 6 AI Cell Phone, 512GB Unlocked Android Smartphone, Circle to Search, Handsfree Live Interpreter, AI Photo Edits, Large Screen, 2024",0.0,0,False,SM-F956UZSEXAA,2008.78,SAMSUNG,False
9SIA8X5K9X2434,phone,"Google Pixel 8a - Unlocked Android Phone with Google AI, Advanced Pixel Camera and 24-Hour Battery - Obsidian - 128 GB",0.0,0,False,840244707873,635.99,Google,False
9SIA547JRP2463,phone,"Google Pixel 5a 5G, 6.34"" OLED Display,128GB + 6GB RAM, 12MP Dual Camera, Qualcomm® Snapdragon 765G, Factory Unlocked (GSM Only | No CDMA ) International Version",2.0,2,False,Pixel 5a 128GB Mostly Black,325.0,Google,False
9SIA8X5KBR6806,phone,"SAMSUNG Galaxy Z Fold 6 AI Cell Phone, 512GB Unlocked Android Smartphone, Circle to Search, Handsfree Live Interpreter, AI Photo Edits, Large Screen, 2024 Pink",0.0,0,False,SM-F956ULIEXAA,2023.99,SAMSUNG,False
9SIAGREJ355091,phone,"Xiaomi Redmi Note 9 Pro 128GB + 6GB RAM, 6.67"" FHD+ DotDisplay, 64MP AI Quad Camera, Qualcomm Snapdragon 720G LTE Factory Unlocked Smartphone, International Version - No Warranty",0.0,0,False,Note 9 Pro Grey,269.99,Mi-Zone,False
9SIBYRBKK71317,phone,Samsung Galaxy S21+ (5G) - 128GB - Phantom Black - Single Sim - GSM Unlocked - Excellent (Grade A),0.0,0,False,F679EE785CDF4EZ,146.0,SAMSUNG,True
75-113-991,phone,"Apple iPhone 15 PRO 256GB, Refurbished Unlocked Cell Phone, Blue Titanium - Very Good Condition (Grade B)",0.0,0,False,PAB100834,785.99,Apple,True
9SIAH1UKDA9314,phone,Samsung Galaxy A03s - 32GB - Verizon Unlocked - Black - Great Condition - 90 Day Warranty,0.0,0,False,SM-A037URB,79.0,SAMSUNG,True
9SIA8X5J643045,phone,"SAMSUNG Galaxy S22 Ultra Smartphone, Factory Unlocked Android Cell Phone, 128GB, 8K Camera & Video, Brightest Display, S Pen, Long Battery Life, Fast 4nm Processor, US Version, Green",5.0,1,False,SM-S908UZGAXAA,708.99,SAMSUNG,False
75-113-990,phone,"Apple iPhone 13 Mini 128 GB, Unlocked Refurbished Cell Phone, Midnight - Very Good Condition (Grade B)",0.0,0,False,PAB100728,349.99,Apple,True
75-113-999,phone,"Apple iPhone 15 PRO MAX 256GB, Refurbished Unlocked Cell Phone, Black Titanium - Very Good Condition (Grade B)",0.0,0,False,PAB100836,882.99,Apple,True
9SIBEDFK4G1153,phone,Apple iPhone 14 Plus 128GB Fully Unlocked Midnight Very Good - Grade A-,2.7,3,False,MQ3R3LL/A0,319.99,Apple,True
75-113-995,phone,"Apple iPhone 15 PRO MAX 512GB, Refurbished Unlocked Cell Phone, White Titanium - Very Good Condition (Grade B)",0.0,0,False,PAB100841,931.99,Apple,True
9SIBYRBKJB7658,phone,Apple iPhone 15 Pro Max - 512GB - Blue Titanium - Verizon Locked - Excellent (Grade A),0.0,0,False,55458B2285CF50Z,732.82,Apple,True
9SIBYRBKJH6163,phone,Apple iPhone SE (2020) - 64GB - White - Fully Unlocked - Excellent (Grade A),0.0,0,False,A79B8096CD034AZ,142.0,Apple,True
9SIA8X5JHS3661,phone,Google Pixel 6  5G Android Phone - Unlocked Smartphone with Wide and Ultrawide Lens - 256GB - Stormy Black Smart Phone Cell,0.0,0,False,GA03900-US,502.99,Google,False
9SIA5AFJF53604,phone,"Samsung Galaxy A51 5G Factory Unlocked Android Cell Phone | US Version | 128GB Storage | Long-Lasting Battery for Gaming, 6.5"" Infinity Display, Quad Camera | Black",0.0,0,False,SM-A516UZKAXAA,319.97,SAMSUNG,False
9SIBYRBKFS8466,phone,Apple iPhone 13 - 128GB - Pink - Fully Unlocked - Excellent (Grade A),0.0,0,False,793863D9ED88D9Z,310.0,Apple,True
9SIABVCKJV4747,phone,Apple iPhone SE Gen 3 (2022) 256GB Fully Unlocked Red - Grade A,0.0,0,False,MMXE3LL/A0,281.99,Apple,True
9SIAGREKFB2847,phone,SAMSUNG Galaxy S25 Ultra 5G S938B 512GB ROM 12GB RAM Dual SIM GSM Unlocked - White silver,0.0,0,False,SM-S938B-5G-12-512-WHSL,1039.99,SAMSUNG,False
9SIA5AFJPC3326,phone,"SAMSUNG Galaxy Z Fold 4 Cell Phone, Factory Unlocked Android Smartphone, 512GB, Flex Mode, Hands Free Video, Multi Window View, Foldable Display, S Pen Compatible, US Version, Phantom Black",0.0,0,False,SM-F936UZKEXAA,1049.97,SAMSUNG,False
9SIA8X5JZ95036,phone,"SAMSUNG Galaxy Z Fold 5 Cell Phone, Factory Unlocked Android Smartphone, 256GB, Big 7.6 Screen for Streaming, Gaming, Dual App View, One-Hand Control, Hands-Free Use, US Version, 2023, Icy Blue",0.0,0,False,SM-F946ULBAXAA,1701.99,SAMSUNG,False
9SIBEDFJ474012,phone,Samsung Galaxy S21 - 5G - 128 GB - GSM CDMA Factory Unlocked - Phantom Gray  - Great Condition - 90 Day Warranty,0.0,0,False,SM-G991UZAAXAARB,149.99,SAMSUNG,True
9SIAS2VHGR5216,phone,Xiaomi Redmi Note 11 Pro Plus 6.67-inch 2400x1080P AMOLED Display 5G Smartphone 8GB 256GB 4500mAh Battery Android 11-Green,5.0,1,False,0704076910620,585.86,Mi,False
9SIBYRBKJG8317,phone,Google  Pixel 7 - 128GB - Lemongrass - Fully Unlocked - Excellent (Grade A),0.0,0,False,A189B8AB367DD8Z,237.35,Google,True
9SIBYRBKJG8312,phone,Samsung Galaxy S21 - 128GB - Phantom Gray - 5G - Single Sim - Fully Unlocked - Excellent (Grade A),0.0,0,False,C01E1EAF4E93F8Z,159.0,SAMSUNG,True
75-827-003,phone,"Apple iPhone 15 PRO 128GB, Refurbished Unlocked Cell Phone, Blue Titanium - Very Good Condition (Grade B)",0.0,0,False,PAB100830,737.99,Apple,True
9SIAEE0KFR8026,phone,Apple iPhone 15 Pro 128GB Fully Unlocked - Black Titanium (Grade A),0.0,0,False,IPHONE.15.PRO-128GB-BLACK-U-NE,644.99,Apple,True
9SIA8X5JZ95039,phone,"SAMSUNG Galaxy Z Fold 5 Cell Phone, Factory Unlocked Android Smartphone, 256GB , Big 7.6 Screen for Streaming, Gaming, Dual App View, One-Hand Control, Hands-Free Use, US Version, 2023,Phantom Black",0.0,0,False,SM-F946UZKAXAA,1337.99,SAMSUNG,False
9SIBYRBKJG7450,phone,Samsung Galaxy Note 20 - 128GB - Mystic Grey - 5G - Single Sim - Fully Unlocked - Excellent (Grade A),0.0,0,False,3B11CCDAFCD658Z,185.0,SAMSUNG,True
9SIAAM8KCR9504,phone,"Apple iPhone 13 128GB, Refurbished Unlocked Cell Phone, Starlight - Very Good Condition (Grade B)",0.0,0,False,PAB100755,479.99,Apple,True
75-113-916,phone,"Apple iPhone 12 128GB, Refurbished Unlocked Cell Phone, Black - Very Good Condition (Grade B)",0.0,0,False,IPH-12-128-BLK-B,329.9,Apple,True
9SIBYRBKJE4047,phone,OnePlus  Nord N200 (5G) - 64GB - Blue Quantum - Fully Unlocked - Excellent (Grade A),0.0,0,False,6ACB0BCFE05148Z,125.0,OnePlus,True
9SIBYRBKMA1608,phone,Apple iPhone 16e - 512GB - White - GSM Unlocked - Excellent (Grade A),0.0,0,False,FEB384A3EB3110Z,635.99,Apple,True
9SIAH1UKG85874,phone,Samsung - Galaxy A16 - 128GB - GSM CDMA Factory Unlocked - Blue Black - Good Condition - 90 Day Warranty,4.0,1,False,SM-A166UZKAXAAUN,135.0,SAMSUNG,True
9SIB2U6JNP4039,phone,"VERTU METAVERTU Carbon Fiber 5G Phone, Secure Encrypted Unlocked Smartphone with Vshot NFT 64MP Camera Dual Nano-Sim Luxury os & Web3.0 os 12G RAM + 512G ROM + 10T IPFS Storage Glossy",0.0,0,False,META-TX-001-V1U1,3600.0,VERTU,False
9SIBEDFK3T8334,phone,Apple iPhone 13 256GB Fully Unlocked Green - Grade A,0.0,0,False,MNGE3LL/A0,329.99,Apple,True
9SIBYRBKJM1138,phone,Samsung Galaxy A16 (5G) - 128GB - Black - Single Sim - 4GB RAM - Fully Unlocked - Excellent (Grade A),0.0,0,False,F7C938F8FE3FFEZ,120.0,SAMSUNG,True
9SIBYS6KE98610,phone,Apple iPhone 12 Mini A2176 (Fully Unlocked) 128GB Blue (Grade A),0.0,0,False,APPL_IPH12MINI_UNL_128_BLUE_A,197.69,Apple,True
9SIBYRBKKB2161,phone,Motorola  Razr (2024) - 256GB - Koala Grey - 8GB RAM - Fully Unlocked - Excellent (Grade A),0.0,0,False,2D29E774789B4CZ,324.99,Motorola,True
75-827-009,phone,"Apple iPhone 15 PRO MAX 256GB, Refurbished Unlocked Cell Phone, Blue Titanium - Very Good Condition (Grade B)",0.0,0,False,PAB100838,882.99,Apple,True
75-827-121,phone,"Apple iPhone 16 PRO MAX 512GB, Refurbished Unlocked Cell Phone, Natural Titanium - Very Good Condition (Grade B)",0.0,0,False,PAB100928,1199.99,Apple,True
9SIBYRBKJH6254,phone,Apple iPhone SE (2020) - 64GB - Black - Fully Unlocked - Excellent (Grade A),0.0,0,False,3F2C3AFCA21215Z,125.0,Apple,True
